team,position,full_name,height,weight,gsis_id,years_exp,week,draft_number,avg_time_to_throw,avg_intended_air_yards,aggressiveness,avg_air_yards_to_sticks,completion_percentage_above_expectation,max_air_distance,efficiency,percent_attempts_gte_eight_defenders,rush_yards,rush_yards_over_expected_per_att,avg_cushion,avg_separation,percent_share_of_intended_air_yards,catch_percentage,avg_yac_above_expectation,pass_attempt,rec_attempt,rush_attempt,pass_air_yards,rec_air_yards,pass_completions,receptions,pass_yards_gained,rec_yards_gained,rush_yards_gained,pass_touchdown,rec_touchdown,rush_touchdown,pass_interception,rec_fumble_lost,rush_fumble_lost,pass_yards_gained_diff,rec_yards_gained_diff,rush_yards_gained_diff,pass_touchdown_diff,rec_touchdown_diff,rush_touchdown_diff,pass_attempt_team,rec_attempt_team,rush_attempt_team,opponent,offense_snaps,offense_pct,team_home,team_away,total,spread_line,roof,surface,temp,wind,targets,air_yards,snap_share,target_share,air_yards_share,total_touchdowns,fantasy_points,rush_attempts,rush_ypa,rush_share,delta_targets,targets_3wk_avg,targets_7wk_avg,targets_trend_3v7,air_yards_3wk_avg,air_yards_7wk_avg,air_yards_trend_3v7,snap_share_3wk_avg,snap_share_7wk_avg,snap_share_trend_3v7,fantasy_ppr_3wk_avg,fantasy_ppr_7wk_avg,fantasy_ppr_trend_3v7,tds_3wk_avg,tds_7wk_avg,tds_trend_3v7,gadget_usage_3wk_avg,yards_per_target,rec_td_rate,catch_rate,fp_per_target,racr,team_implied_points,is_favored,abs_spread,def_te_ftps,def_te_targets,def_te_yards_per_target,years_exp_filled,is_rookie,is_second_year,draft_number_filled,is_undrafted
NYJ,TE,Jeremy Ruckert,77.0,250.0,00-0037805,3,5,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,16.0,0.0,4.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2800000000000011,0.0,0.0,-0.02,0.0,46.0,46.0,22.0,DAL,28.0,0.34,NYJ,DAL,59.0,1.5,outdoors,fieldturf,82.0,3.0,4.0,16.0,0.34,0.08695652173913043,0.0,0.0,6.800000000000001,0.0,0.0,0.0,3.0,1.6666666666666667,1.6,0.06666666666666665,6.333333333333333,7.6,-1.2666666666666666,0.3833333333333333,0.392,-0.008666666666666711,3.0,4.0200000000000005,-1.0200000000000005,0.0,0.2,-0.2,0.0,7.0,0.0,1.0,1.7000000000000002,1.75,28.75,0,1.5,7.00,7.62,6.996062992125984,3,0,0,101.0,0
NYJ,TE,Jeremy Ruckert,77.0,250.0,00-0037805,3,3,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,TB,28.0,0.41,TB,NYJ,56.0,6.5,outdoors,grass,88.0,5.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,6.333333333333333,6.333333333333333,0.0,0.4066666666666667,0.4066666666666667,0.0,3.6999999999999997,3.6999999999999997,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,1,6.5,7.23,7.08,6.584745762711864,3,0,0,101.0,0
NYJ,TE,Jeremy Ruckert,77.0,250.0,00-0037805,3,10,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.72,0.0,0.0,0.0,0.0,11.0,11.0,33.0,CLE,26.0,0.53,NYJ,CLE,47.0,-1.5,outdoors,fieldturf,62.0,12.0,1.0,-3.0,0.53,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1.6666666666666667,3.4285714285714284,-1.7619047619047616,0.44,0.40857142857142864,0.03142857142857136,1.4666666666666668,1.9142857142857146,-0.4476190476190478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,24.25,1,1.5,6.77,6.77,7.146233382570164,3,0,0,101.0,0
NYJ,TE,Jeremy Ruckert,77.0,250.0,00-0037805,3,4,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,0.0,0.0,0.0,0.0,27.0,27.0,28.0,MIA,25.0,0.4,MIA,NYJ,48.0,2.5,outdoors,grass,88.0,17.0,1.0,3.0,0.4,0.037037037037037035,0.0,0.0,2.2,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,-0.33333333333333337,2.6666666666666665,5.5,-2.8333333333333335,0.38999999999999996,0.405,-0.015000000000000069,3.233333333333333,3.325,-0.09166666666666723,0.3333333333333333,0.25,0.08333333333333331,0.0,12.0,0.0,1.0,2.2,4.0,25.25,1,2.5,7.23,7.08,6.584745762711864,3,0,0,101.0,0
NYJ,TE,Jeremy Ruckert,77.0,250.0,00-0037805,3,15,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,JAX,NYJ,,13.5,outdoors,grass,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,1.6666666666666667,1.7142857142857142,-0.04761904761904745,6.666666666666667,5.571428571428571,1.0952380952380958,0.31666666666666665,0.3957142857142858,-0.07904761904761914,2.3666666666666667,2.5428571428571436,-0.1761904761904769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,13.5,7.23,7.08,6.584745762711864,3,0,0,101.0,0
NYJ,TE,Jeremy Ruckert,77.0,250.0,00-0037805,3,7,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.38,0.0,0.0,0.0,0.0,34.0,34.0,20.0,CAR,17.0,0.28,NYJ,CAR,19.0,1.5,outdoors,fieldturf,71.0,13.0,1.0,4.0,0.28,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666667,1.2857142857142858,0.38095238095238093,6.666666666666667,6.0,0.666666666666667,0.33666666666666667,0.3757142857142857,-0.03904761904761905,2.266666666666667,2.8714285714285714,-0.6047619047619044,0.0,0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0,1.5,8.31,7.23,8.831258644536652,3,0,0,101.0,0
NYJ,TE,Jeremy Ruckert,77.0,250.0,00-0037805,3,13,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,8.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2699999999999996,0.0,0.0,0.0,0.0,33.0,33.0,28.0,ATL,28.0,0.42,NYJ,ATL,51.0,-3.0,outdoors,fieldturf,43.0,8.0,2.0,8.0,0.42,0.06060606060606061,0.0,0.0,3.2,0.0,0.0,0.0,2.0,2.3333333333333335,1.4285714285714286,0.9047619047619049,8.666666666666666,4.428571428571429,4.238095238095237,0.39999999999999997,0.41571428571428576,-0.01571428571428579,3.1666666666666665,1.985714285714286,1.1809523809523805,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.6,1.5,27.0,1,3.0,4.00,4.93,7.21501014198783,3,0,0,101.0,0
NYJ,TE,Jeremy Ruckert,77.0,250.0,00-0037805,3,11,101.0,,3.4880000000000018,,,,,,,,,7.717999999999999,2.61234764268796,8.886624203821661,80.0,0.09111884021053385,0.0,5.0,0.0,0.0,18.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.16,0.0,0.0,-0.06,0.0,27.0,27.0,28.0,NE,25.0,0.44,NE,NYJ,41.0,12.5,outdoors,fieldturf,39.0,9.0,5.0,18.0,0.44,0.18518518518518517,8.886624203821661,0.0,6.300000000000001,0.0,0.0,0.0,4.0,2.3333333333333335,1.8571428571428572,0.4761904761904763,6.333333333333333,6.0,0.33333333333333304,0.49333333333333335,0.41285714285714287,0.08047619047619048,3.566666666666667,2.8142857142857145,0.7523809523809524,0.0,0.0,0.0,0.0,4.6,0.0,0.8,1.2600000000000002,1.2777777777777777,26.75,1,12.5,7.23,7.08,6.584745762711864,3,0,0,101.0,0
NYJ,TE,Jeremy Ruckert,77.0,250.0,00-0037805,3,1,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,14.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5500000000000007,0.0,0.0,0.0,0.0,22.0,22.0,39.0,PIT,29.0,0.45,NYJ,PIT,66.0,-3.0,outdoors,fieldturf,67.0,3.0,2.0,14.0,0.45,0.09090909090909091,0.0,0.0,3.6,0.0,0.0,0.0,0.0,2.0,2.0,0.0,14.0,14.0,0.0,0.45,0.45,0.0,3.6,3.6,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.8,1.1428571428571428,34.5,1,3.0,9.54,8.46,7.437352245862884,3,0,0,101.0,0
NYJ,TE,Jeremy Ruckert,77.0,250.0,00-0037805,3,12,101.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,BAL,20.0,0.34,BAL,NYJ,33.0,14.0,outdoors,grass,54.0,3.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,2.0,1.7142857142857142,0.2857142857142858,5.0,5.571428571428571,-0.5714285714285712,0.4366666666666667,0.4042857142857143,0.0323809523809524,2.4333333333333336,2.5000000000000004,-0.06666666666666687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,1,14.0,7.23,7.08,6.584745762711864,3,0,0,101.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,2,143.0,,2.393333333333333,,,,,,,,,4.7316666666666665,3.412278058366818,6.456834532374099,66.66666666666666,0.37281963156344133,0.0,6.0,0.0,0.0,15.0,0.0,4.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.229999999999997,0.0,0.0,-0.01,0.0,33.0,33.0,26.0,,,0.0,TEN,LA,52.0,-5.5,outdoors,grass,83.0,3.0,6.0,15.0,0.0,0.18181818181818182,6.456834532374099,0.0,7.5,0.0,0.0,0.0,2.0,5.0,5.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,6.2,6.2,0.0,0.0,0.0,0.0,0.0,5.833333333333333,0.0,0.6666666666666666,1.25,2.3333333333333335,28.75,1,5.5,6.77,8.08,5.731435643564357,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,3,143.0,,6.116666666666667,,,,,,,,,5.79,4.644520780696584,17.4928503336511,83.33333333333334,2.1896839466232247,0.0,6.0,0.0,0.0,39.0,0.0,5.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.619999999999997,0.0,0.0,-0.03,0.0,38.0,38.0,23.0,,,0.0,TEN,IND,61.0,-6.0,outdoors,grass,84.0,8.0,6.0,39.0,0.0,0.15789473684210525,17.4928503336511,0.0,11.600000000000001,0.0,0.0,0.0,0.0,5.333333333333333,5.333333333333333,0.0,23.0,23.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.8333333333333334,1.9333333333333336,1.6923076923076923,33.5,1,6.0,8.46,8.69,7.896432681242809,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,13,143.0,,7.623999999999998,,,,,,,,,6.279999999999999,3.959861031057078,17.672693555864623,80.0,-1.9921147244068145,0.0,5.0,0.0,0.0,40.0,0.0,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.490000000000002,0.0,0.0,-0.02,0.0,38.0,38.0,14.0,,,0.0,TEN,JAX,28.0,-6.0,outdoors,grass,38.0,7.0,5.0,40.0,0.0,0.13157894736842105,17.672693555864623,0.0,6.9,0.0,0.0,0.0,1.0,4.0,3.857142857142857,0.1428571428571428,38.333333333333336,26.285714285714285,12.047619047619051,0.0,0.0,0.0,7.5,6.485714285714287,1.0142857142857133,0.0,0.0,0.0,0.0,5.8,0.0,0.8,1.3800000000000001,0.725,17.0,1,6.0,9.08,9.31,6.990332975295381,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,5,143.0,,5.413999999999999,,,,,,,,,6.036666666666666,2.400011139030311,6.717955081275591,80.0,3.7340332519598007,0.0,5.0,0.0,0.0,24.0,0.0,4.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.560000000000002,0.0,0.0,-0.01,0.0,39.0,39.0,24.0,,,0.0,ARI,TEN,43.0,7.5,closed,grass,,,5.0,24.0,0.0,0.1282051282051282,6.717955081275591,0.0,8.8,0.0,0.0,0.0,2.0,4.666666666666667,4.8,-0.13333333333333286,24.666666666666668,20.8,3.866666666666667,0.0,0.0,0.0,7.266666666666668,6.840000000000001,0.42666666666666764,0.0,0.0,0.0,0.0,9.6,0.0,0.8,1.7600000000000002,2.0,25.25,1,7.5,7.77,7.15,7.2615384615384615,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,15,143.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,SF,TEN,,12.5,outdoors,grass,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.3333333333333335,3.0,-0.6666666666666665,13.666666666666666,21.428571428571427,-7.761904761904761,0.0,0.0,0.0,3.6333333333333333,5.542857142857144,-1.9095238095238103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,12.5,7.77,7.15,7.2615384615384615,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,1,143.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,15.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.170000000000002,0.0,0.0,-0.01,0.0,28.0,28.0,21.0,,,0.0,DEN,TEN,32.0,8.5,outdoors,grass,84.0,6.0,4.0,15.0,0.0,0.14285714285714285,0.0,0.0,4.9,0.0,0.0,0.0,0.0,4.0,4.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,4.9,4.9,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.75,1.225,1.2666666666666666,20.25,1,8.5,7.77,7.15,7.2615384615384615,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,8,143.0,,7.449999999999998,,,,,,,,,6.25,4.5623637113295015,11.205029479003729,80.0,0.09117441701515183,0.0,5.0,0.0,0.0,32.0,0.0,4.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.909999999999997,0.0,0.0,-0.02,0.0,38.0,38.0,25.0,,,0.0,IND,TEN,52.0,15.5,closed,fieldturf,,,5.0,32.0,0.0,0.13157894736842105,11.205029479003729,0.0,9.3,0.0,0.0,0.0,3.0,4.333333333333333,4.714285714285714,-0.3809523809523814,22.333333333333332,22.285714285714285,0.04761904761904745,0.0,0.0,0.0,6.633333333333334,7.028571428571429,-0.3952380952380956,0.0,0.0,0.0,0.0,10.6,0.0,0.8,1.86,1.65625,33.75,1,15.5,7.77,7.15,7.2615384615384615,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,6,143.0,,1.1066666666666645,,,,,,,,,7.141666666666666,4.887826507988715,2.362232736845845,100.0,2.1272918801587366,0.0,6.0,0.0,0.0,7.0,0.0,6.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.17,0.0,0.0,-0.15,0.0,38.0,38.0,15.0,,,0.0,LV,TEN,30.0,3.5,dome,grass,,,6.0,7.0,0.0,0.15789473684210525,2.362232736845845,0.0,10.600000000000001,0.0,0.0,0.0,1.0,4.666666666666667,5.0,-0.33333333333333304,14.0,18.5,-4.5,0.0,0.0,0.0,6.9333333333333345,7.466666666666668,-0.5333333333333332,0.0,0.0,0.0,0.0,7.666666666666667,0.0,1.0,1.7666666666666668,6.571428571428571,16.75,1,3.5,7.77,7.15,7.2615384615384615,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,12,143.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,20.0,0.0,3.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.26,0.0,0.0,-0.02,0.0,42.0,42.0,22.0,,,0.0,TEN,SEA,54.0,-12.5,outdoors,grass,55.0,1.0,4.0,20.0,0.0,0.09523809523809523,0.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,3.857142857142857,-0.8571428571428572,25.666666666666668,24.0,1.6666666666666679,0.0,0.0,0.0,6.2,6.757142857142859,-0.5571428571428587,0.0,0.0,0.0,0.0,10.0,0.0,0.75,1.75,2.0,33.25,1,12.5,9.46,8.85,8.109604519774011,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,7,143.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.98,0.0,0.0,-0.03,0.0,34.0,34.0,12.0,,,0.0,TEN,NE,44.0,-6.5,outdoors,grass,60.0,18.0,2.0,28.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,4.333333333333333,4.571428571428571,-0.23809523809523814,19.666666666666668,19.857142857142858,-0.1904761904761898,0.0,0.0,0.0,6.466666666666669,6.4,0.0666666666666682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25,1,6.5,8.15,8.38,7.242243436754175,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,11,143.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,55.0,0.0,3.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.769999999999996,0.0,0.0,-0.04,0.0,37.0,37.0,17.0,,,0.0,TEN,HOU,29.0,-5.5,outdoors,grass,64.0,8.0,3.0,55.0,0.0,0.08108108108108109,0.0,0.0,8.600000000000001,0.0,0.0,0.0,1.0,3.3333333333333335,3.7142857142857144,-0.38095238095238093,29.666666666666668,22.714285714285715,6.9523809523809526,0.0,0.0,0.0,6.966666666666668,5.957142857142857,1.0095238095238104,0.0,0.0,0.0,0.0,18.666666666666668,0.0,1.0,2.866666666666667,1.018181818181818,17.25,1,5.5,4.54,6.00,6.346666666666667,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,4,143.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.719999999999999,0.0,0.0,0.0,0.0,26.0,26.0,18.0,,,0.0,HOU,TEN,26.0,7.5,closed,astroturf,,,3.0,11.0,0.0,0.11538461538461539,0.0,0.0,1.4,0.0,0.0,0.0,-3.0,5.0,4.75,0.25,21.666666666666668,20.0,1.6666666666666679,0.0,0.0,0.0,6.833333333333335,6.3500000000000005,0.4833333333333343,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.4666666666666666,0.36363636363636365,16.75,1,7.5,7.77,7.15,7.2615384615384615,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,14,143.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,-0.01,0.0,28.0,28.0,35.0,,,0.0,CLE,TEN,60.0,4.5,outdoors,grass,33.0,6.0,2.0,1.0,0.0,0.07142857142857142,0.0,0.0,4.0,0.0,0.0,0.0,-3.0,3.6666666666666665,3.2857142857142856,0.38095238095238093,20.333333333333332,25.428571428571427,-5.095238095238095,0.0,0.0,0.0,5.966666666666666,5.542857142857144,0.4238095238095223,0.0,0.0,0.0,0.0,10.0,0.0,1.0,2.0,20.0,32.25,1,4.5,7.77,7.15,7.2615384615384615,3,0,0,143.0,0
TEN,TE,Chig Okonkwo,75.0,250.0,00-0037809,3,9,143.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3000000000000007,0.0,0.0,-0.01,0.0,21.0,21.0,19.0,,,0.0,TEN,LAC,47.0,-10.0,outdoors,grass,46.0,5.0,2.0,2.0,0.0,0.09523809523809523,0.0,0.0,3.0,0.0,0.0,0.0,-3.0,3.0,4.142857142857143,-1.1428571428571432,20.666666666666668,20.428571428571427,0.2380952380952408,0.0,0.0,0.0,4.1000000000000005,6.385714285714286,-2.2857142857142856,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.5,5.0,28.5,1,10.0,6.77,5.69,7.62390158172232,3,0,0,143.0,0
BAL,TE,Isaiah Likely,76.0,245.0,00-0037838,3,13,139.0,,10.135,,,,,,,,,5.91,2.7844550621757094,17.726278968080464,83.33333333333334,3.213694600736881,0.0,6.0,0.0,0.0,71.0,0.0,5.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.31,0.0,0.0,-0.05,0.0,32.0,32.0,22.0,CIN,31.0,0.52,BAL,CIN,46.0,7.0,outdoors,grass,38.0,11.0,6.0,71.0,0.52,0.1875,17.726278968080464,0.0,12.5,0.0,0.0,0.0,3.0,4.0,3.4285714285714284,0.5714285714285716,44.666666666666664,29.142857142857142,15.523809523809522,0.5366666666666666,0.5928571428571429,-0.056190476190476235,6.0,5.1571428571428575,0.8428571428571425,0.0,0.0,0.0,0.0,15.833333333333334,0.0,0.8333333333333334,2.0833333333333335,1.3380281690140845,19.5,0,7.0,15.92,10.54,9.181214421252372,3,0,0,139.0,0
BAL,TE,Isaiah Likely,76.0,245.0,00-0037838,3,14,139.0,,6.080000000000001,,,,,,,,,4.702,4.682356013294107,13.680342008550214,66.66666666666666,-0.47249467470755846,0.0,6.0,0.0,0.0,31.0,0.0,4.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.140000000000001,0.0,0.0,0.050000000000000044,0.0,35.0,35.0,40.0,PIT,48.0,0.6,BAL,PIT,49.0,5.5,outdoors,grass,44.0,6.0,6.0,31.0,0.6,0.17142857142857143,13.680342008550214,1.0,12.5,0.0,0.0,0.0,0.0,5.0,4.0,1.0,48.333333333333336,32.42857142857143,15.904761904761905,0.5633333333333334,0.5628571428571428,0.0004761904761905189,9.0,6.571428571428571,2.428571428571429,0.3333333333333333,0.14285714285714285,0.19047619047619047,0.0,4.166666666666667,0.25,0.6666666666666666,2.0833333333333335,0.8064516129032258,21.75,0,5.5,9.54,8.46,7.437352245862884,3,0,0,139.0,0
BAL,TE,Isaiah Likely,76.0,245.0,00-0037838,3,6,139.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,8.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.42,0.0,0.0,-0.01,0.0,34.0,34.0,37.0,LA,63.0,0.81,BAL,LA,20.0,-7.0,outdoors,grass,64.0,15.0,2.0,8.0,0.81,0.058823529411764705,0.0,0.0,2.6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.333333333333333,6.333333333333333,0.0,0.5966666666666667,0.5966666666666667,0.0,1.6000000000000003,1.6000000000000003,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.3,0.75,13.5,1,7.0,6.77,8.08,5.731435643564357,3,0,0,139.0,0
BAL,TE,Isaiah Likely,76.0,245.0,00-0037838,3,10,139.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,25.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.39,0.0,0.0,-0.02,0.0,29.0,29.0,36.0,MIN,39.0,0.56,MIN,BAL,46.0,-4.5,dome,sportturf,,,4.0,25.0,0.56,0.13793103448275862,0.0,0.0,3.7,0.0,0.0,0.0,0.0,3.3333333333333335,2.1666666666666665,1.166666666666667,20.666666666666668,13.5,7.166666666666668,0.5766666666666667,0.5866666666666667,-0.010000000000000009,5.166666666666667,3.3833333333333333,1.7833333333333337,0.0,0.0,0.0,0.0,4.25,0.0,0.5,0.925,0.68,20.75,0,4.5,5.38,6.38,7.5,3,0,0,139.0,0
BAL,TE,Isaiah Likely,76.0,245.0,00-0037838,3,12,139.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,43.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.42,0.0,0.0,-0.01,0.0,23.0,23.0,34.0,NYJ,36.0,0.57,BAL,NYJ,33.0,14.0,outdoors,grass,54.0,3.0,3.0,43.0,0.57,0.13043478260869565,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.3333333333333335,2.7142857142857144,0.6190476190476191,29.333333333333332,20.571428571428573,8.76190476190476,0.5499999999999999,0.5942857142857143,-0.04428571428571437,3.0666666666666664,3.685714285714286,-0.6190476190476195,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.3333333333333333,0.6666666666666666,0.23255813953488372,9.5,0,14.0,7.23,7.08,6.584745762711864,3,0,0,139.0,0
BAL,TE,Isaiah Likely,76.0,245.0,00-0037838,3,4,139.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,KC,25.0,0.45,KC,BAL,57.0,-2.5,outdoors,grass,89.0,10.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25,0,2.5,5.38,6.38,7.5,3,0,0,139.0,0
